X	Y	SchoolName	GradeStart	CountyName	OBJECTID	SchoolNCESCode	Co	AEA	DistrictNCESCode	District	DistrictName	School	SchoolLevel	POBox	MailingStreetAddress	MailingCity	State	ZipCode	PhysicalStreet	PhyscialCity	Administrator	Title	GradeEnd	Phone	Fax	EmailAddress
-92.80042714	42.75478628	North Butler Elementary	PK	Butler	591	42	12	7	1903450	153	North Butler Comm School District	418	4	P.O. Box 428	513 Birch	Allison	Iowa	50602-0428	513 Birch	Allison	Aimee Wedeking	Principal	6	(319) 267-2212	(319) 267-2926	aimee.wedeking@northbutler.k12.ia.us
-92.88469996	42.58024346	Aplington / Parkersburg Middle School	6	Butler	592	82	12	7	1903750	279	Aplington-Parkersburg Comm School District	172	3		215 10th St	Aplington	Iowa	50604	215 10th St	Aplington	Brian Buseman	Principal	8	(319) 347-6621	(319) 347-2395	brian.buseman@a-pcsd.net
-92.88469996	42.58024346	Aplington Elementary School	K	Butler	593	81	12	7	1903750	279	Aplington-Parkersburg Comm School District	409	4		215 10th St	Aplington	Iowa	50604	215 10th St	Aplington	Amy May	Principal	5	(319) 347-6621	(319) 347-2395	amy.may@a-pcsd.net
-91.64973428	42.68759926	Starmont High School	9	Fayette	594	1592	33	1	1927270	6175	Starmont Comm School District	109	1		3202 40th St	Arlington	Iowa	50606	3202 40th St	Arlington	Marc Snavely	Principal	12	(563) 933-2218	(563) 933-2134	msnavely@starmont.k12.ia.us
-91.64973428	42.68759926	Starmont Elementary School	PK	Fayette	595	1591	33	1	1927270	6175	Starmont Comm School District	418	4		3202 40th St	Arlington	Iowa	50606	3202 40th St	Arlington	Sandy Klaus	Principal	5	(563) 933-2238	(563) 933-2134	sklaus@starmont.k12.ia.us
-91.64973428	42.68759926	Starmont Middle School Comm School District	6	Fayette	596	1593	33	1	1927270	6175	Starmont Comm School District	209	3	3202 40th St	3202 40th St	Arlington	Iowa	50606	3202 40th St	Arlington	Marc Snavely	Principal	8	(563) 933-2218	(563) 933-2134	msnavely@starmont.k12.ia.us
-92.43972619	42.51569924	Peet Junior High School	7	Black Hawk	597	229	7	7	1906510	1044	Cedar Falls Comm School District	218	2		525 E Seerley Blvd	Cedar Falls	Iowa	50613	525 E Seerley Blvd	Cedar Falls	Bill Boevers	Principal	9	(319) 553-2710	(319) 266-8839	bill.boevers@cfschools.org
-92.41741843	42.51823383	Cedar Heights Elementary School	PK	Black Hawk	598	222	7	7	1906510	1044	Cedar Falls Comm School District	409	4		2417 Rainbow Dr	Cedar Falls	Iowa	50613	2417 Rainbow Dr	Cedar Falls	Brian Ortman	Principal	6	(319) 553-2855	(319) 268-2355	brian.ortman@cfschools.org
-92.44847861	42.53142943	Lincoln Elementary School	K	Black Hawk	599	226	7	7	1906510	1044	Cedar Falls Comm School District	427	4		321 8th Street	Cedar Falls	Iowa	50613	321 8th Street	Cedar Falls	"Ralph Bryant, III"	Principal	6	(319) 553-2950	(319) 266-2827	ralph.bryant@cfschools.org
-92.43841686	42.50576221	Southdale Elementary School	PK	Black Hawk	600	230	7	7	1906510	1044	Cedar Falls Comm School District	472	4		627 Orchard Dr	Cedar Falls	Iowa	50613	627 Orchard Dr	Cedar Falls	Kim Cross	Principal	6	(319) 553-2900	(319) 266-3448	kim.cross@cfschools.org
-92.47052663	42.53419598	Helen A Hansen Elementary School	PK	Black Hawk	601	223	7	7	1906510	1044	Cedar Falls Comm School District	415	4		616 Holmes Dr	Cedar Falls	Iowa	50613	616 Holmes Dr	Cedar Falls	Tara Estep	Principal	6	(319) 553-2775	(319) 268-2347	tara.estep@cfschools.org
-92.45393594	42.55791548	North Cedar Elementary School	PK	Black Hawk	602	227	7	7	1906510	1044	Cedar Falls Comm School District	454	4		2419 Fern Ave	Cedar Falls	Iowa	50613	2419 Fern Ave	Cedar Falls	Jennifer Hartman	Principal	6	(319) 553-2810	(319) 268-2336	jennifer.hartman@cfschools.org
-92.46982589	42.53328399	Holmes Junior High School	7	Black Hawk	603	224	7	7	1906510	1044	Cedar Falls Comm School District	205	2		505 Holmes Dr	Cedar Falls	Iowa	50613	505 Holmes Dr	Cedar Falls	David  Welter	Principal	9	(319) 553-2650	(319) 277-0571	david.welter@cfschools.org
-92.46067373	42.52946427	Cedar Falls High School	10	Black Hawk	604	221	7	7	1906510	1044	Cedar Falls Comm School District	109	1		1015 Division St	Cedar Falls	Iowa	50613	1015 Division St	Cedar Falls	Jason Wedgbury	Principal	12	(319) 553-2500	(319) 277-4604	jason.wedgbury@cfschools.org
-92.42114402	42.50308642	Orchard Hill Elementary School	K	Black Hawk	605	228	7	7	1906510	1044	Cedar Falls Comm School District	463	4		3909 Rownd St	Cedar Falls	Iowa	50613	3909 Rownd St	Cedar Falls	Andrea Christopher	Principal	6	(319) 553-2465	(319) 268-2353	andrea.christopher@cfschools.org
-92.67244596	43.06764536	Charles City Middle Sch.	6	Floyd	606	320	34	7	1907080	1116	Charles City Comm School District	209	3		500 North Grand Ave	Charles City	Iowa	50616	500 North Grand Ave	Charles City	Rick F Gabel	Principal	8	(641) 257-6530	(641) 228-9842	rgabel@charlescityschools.org
-92.66462394	43.06727871	Lincoln Elementary School	3	Floyd	607	323	34	7	1907080	1116	Charles City Comm School District	436	4		600 5th Ave	Charles City	Iowa	50616	600 5th Ave	Charles City	Marcia DeVore	Principal	5	(641) 257-6560	(641) 257-6562	mdevore@charlescityschools.org
-92.65915918	43.0612611	Charles City High School	9	Floyd	608	319	34	7	1907080	1116	Charles City Comm School District	109	1		1 Comet Dr	Charles City	Iowa	50616	1 Comet Dr	Charles City	Josh Johnson	Principal	12	(641) 257-6510	(641) 257-1175	jjohnso@charlescityschools.org
-92.67246696	43.07834985	Washington Elementary School	PK	Floyd	609	99012	34	7	1907080	1116	Charles City Comm School District	455	4		1406 N Grand	Charles City	Iowa	50616	1406 N Grand	Charles City	Kara Shannon	Principal	2	(641) 257-6570	(641) 257-6573	kshannon@charlescityschools.org
-92.66642532	42.7866771	Clarksville Elementary School	PK	Butler	610	354	12	7	1907440	1215	Clarksville Comm School District	409	4		318 N. Mather St.	Clarksville	Iowa	50619-0689	318 N Mather	Clarksville	Eric Eckerman	Principal	6	(319) 278-4560	(319) 278-4618	eeckerman@clarksville.k12.ia.us
-92.86955225	42.22810594	BCLUW Elementary School	PK	Grundy	611	119	38	7	1904440	540	BCLUW Comm School District	407	4	PO Box  670	414 Lillian St	Conrad	Iowa	50621	414 Lillian St	Conrad	Mitch Parker	Principal	4	(641) 366-2811	(641) 366-2177	mparker@bcluw.org
-92.86774102	42.22458264	BCLUW High School	9	Grundy	612	118	38	7	1904440	540	BCLUW Comm School District	172	1	PO Box  670	610 East Center St	Conrad	Iowa	50621-0670	610 East Center Street	Conrad	Kristyn Kell	Principal	12	(641) 366-2810	(641) 366-2951	kkell@bcluw.org
-92.33097055	42.66897327	K-5 Elementary School Lincoln Street Building	K	Bremer	613	831	9	7	1908940	1719	Denver Comm School District	309	4	P. O. Box 384	530 Lincoln St	Denver	Iowa	50622	530 Lincoln	Denver	Amy Sandvold	Principal	5	(319) 984-5611	(319) 984-5630	asandvold@denver.k12.ia.us
-92.33098243	42.67040328	Denver Senior High School	9	Bremer	614	514	9	7	1908940	1719	Denver Comm School District	109	1	PO Box  384	541 E Eagle	Denver	Iowa	50622	541 E Eagle	Denver	Paul Gebel	Principal	12	(319) 984-5639	(319) 984-5630	pgebel@denver.k12.ia.us
-92.33084106	42.66897602	Denver Middle School	6	Bremer	615	513	9	7	1908940	1719	Denver Comm School District	209	3	PO Box  384	540 Lincoln St	Denver	Iowa	50622-0384	540 Lincoln	Denver	Paul Gebel	Principal	8	(319) 984-6041	(319) 984-5630	pgebel@denver.k12.ia.us
-92.62809039	42.46686643	Dike Elementary School	PK	Grundy	616	595	38	7	1909120	1791	Dike-New Hartford Comm School District	409	4	PO Box  D	330 Main St	Dike	Iowa	50624	330 Main St	Dike	Thomas L. Textor	Principal	4	(319) 989-2487	(319) 989-2723	tom.textor@dnhcsd.org
-92.62809039	42.46686643	Dike-New Hartford High School	9	Grundy	617	596	38	7	1909120	1791	Dike-New Hartford Comm School District	172	1	PO Box  D	330 Main St	Dike	Iowa	50624	330 Main St	Dike	Irvin Laube	Principal	12	(319) 989-2485	(319) 989-2735	irvin.laube@dnhcsd.org
-93.09593334	42.36246381	Eldora-New Providence Elementary School	PK	Hardin	618	1912	42	7	1910690	2007	Eldora-New Providence Comm School District	409	4		1100 10th St	Eldora	Iowa	50627	1100 10th St	Eldora	Mary Bendixen	Principal	5	(641) 939-9350	(641) 939-5664	mbendixen@eldora-np.k12.ia.us
-91.98344752	42.62792389	Rural Elementary School #1	K	Buchanan	619	1695	10	7	1929760	6762	Wapsie Valley Comm School District	436	4		1099 Amish Blvd	Fairbank	Iowa	50629	1099 Amish Blvd	Fairbank	Josh Sinram	Principal	8	(319) 635-2071	(319) 635-2501	jsinram@wapsievalleyschools.org
-92.67546393	42.09473028	GMG Secondary School	7	Tama	620	179	86	7	1900060	2682	GMG Comm School District	172	1		306 Park Street	Garwin	Iowa	50632-9730	306 Park Street	Garwin	Mark P. Polich	Principal	12	(641) 499-2005	(641) 499-2552	Mark_Polich@po-1.garwin.k12.ia.us
-92.77673821	42.35592804	Grundy Center High School	9	Grundy	621	801	38	7	1913290	2727	Grundy Center Comm School District	109	1		1006 M Ave	Grundy Center	Iowa	50638	1006 M Ave	Grundy Center	Dr. Ann Lebo	Principal	12	(319) 825-5449	(319) 825-6415	alebo@spartanpride.net
-92.77673821	42.35592804	Grundy Center Middle School	5	Grundy	622	415	38	7	1913290	2727	Grundy Center Comm School District	209	3		1006 M Ave	Grundy Center	Iowa	50638	1006 M Ave	Grundy Center	Dr. Ann Lebo	Principal	8	(319) 825-5464	(319) 825-6415	alebo@spartanpride.net
-92.77526926	42.35953839	Grundy Center Elementary School	K	Grundy	623	799	38	7	1913290	2727	Grundy Center Comm School District	409	4		903 9th St	Grundy Center	Iowa	50638	903 9th St	Grundy Center	Brian Sammons	Principal	4	(319) 825-5461	(319) 825-6817	bsammons@spartanpride.net
-92.45407694	42.40009244	Hudson High School	7	Black Hawk	624	857	7	7	1914340	3042	Hudson Comm School District	109	1	P.O. Box 240	245 S Washington	Hudson	Iowa	50643	245 S Washington	Hudson	Jeff Dieken	Principal	12	(319) 988-4226	(319) 988-4174	jeffdieken@hudsonpiratepride.com
-92.45379076	42.40186684	Hudson Elementary School	K	Black Hawk	625	856	7	7	1914340	3042	Hudson Comm School District	409	4	P.O. Box 240	136 S Washington	Hudson	Iowa	50643	136 S Washington	Hudson	Mark Schlatter	Principal	6	(319) 988-3239	(319) 988-3235	markschlatter@hudsonpiratepride.com
-91.97911954	42.53631185	Perry #1 Elementary School	K	Buchanan	626	2057	10	7	1915330	3204	Jesup Comm School District	420	4	PO Box 287	531 Prospect	Jesup	Iowa	50648-0287	1726 Fairbank Amish Blvd	Independence	Brian Pottebaum	Principal	8	(319) 827-1700	(319) 827-3905	bpottebaum@jesup.k12.ia.us
-91.91958641	42.46283194	Independence Junior Senior High School	7	Buchanan	627	866	10	7	1914580	3105	Independence Comm School District	109	1		700 20th Ave SW	Independence	Iowa	50644	700 20th Ave SW	Independence	John  Howard	Principal	12	(319) 334-7405	(319) 334-6096	jhoward@independence.k12.ia.us
-91.90464419	42.46854221	West Elementary School	3	Buchanan	628	869	10	7	1914580	3105	Independence Comm School District	427	4		1301 1st St W	Independence	Iowa	50644	1301 1st St W	Independence	Dewey Hupke	Principal	6	(319) 334-7430	(319) 334-7433	dhupke@independence.k12.ia.us
-91.90226746	42.4685591	Early Childhood Center	PK	Buchanan	629	1318	10	7	1914580	3105	Independence Comm School District	436	19		1011 1st St W	Independence	Iowa	50644	1011 1st St W	Independence	Mary Jean Blaisdell	Principal	K	(319) 334-4780	(319) 334-4868	mjblaisdell@independence.k12.ia.us
-92.0646712	42.47962929	Jesup Elementary School	PK	Buchanan	630	923	10	7	1915330	3204	Jesup Comm School District	409	4	PO Box 287	531 Prospect	Jesup	Iowa	50648	531 Prospect	Jesup	Brian Pottebaum	Principal	4	(319) 827-1700	(319) 827-3905	bpottebaum@jesup.k12.ia.us
-92.0646712	42.47962929	Jesup High School	9	Buchanan	631	924	10	7	1915330	3204	Jesup Comm School District	109	1	PO Box 287	531 Prospect	Jesup	Iowa	50648-0287	531 Prospect	Jesup	Rodney Chamberlin	Principal	12	(319) 827-1700	(319) 827-3905	rchamberlin@jesup.k12.ia.us
-92.0646712	42.47962929	Jesup Middle School	5	Buchanan	632	2051	10	7	1915330	3204	Jesup Comm School District	418	3	PO Box 287	531 Prospect	Jesup	Iowa	50648-0287	531 Prospect	Jesup	Lisa Loecher	Principal	8	(319) 827-1700	(319) 827-3905	lloecher@jesup.k12.ia.us
-92.19750175	42.31580823	Union High School	9	Black Hawk	633	957	7	7	1900022	6536	Union Comm School District	109	1		200 Adams St	La Porte City	Iowa	50651-1143	200 Adams St	La Porte City	Travis Fleshner	Principal	12	(319) 342-2697	(319) 342-3264	t_fleshner@union.k12.ia.us
-92.18847268	42.30892526	La Porte City Elementary School	PK	Black Hawk	634	956	7	7	1900022	6536	Union Comm School District	409	4		515 Fillmore	La Porte City	Iowa	50651-1412	515 Fillmore	La Porte City	Todd Parker	Principal	5	(319) 342-3033	(319) 342-3816	t_parker@union.k12.ia.us
-91.88031039	42.77069872	West Central Charter High School	9	Fayette	635	1353	33	1	1930870	6943	West Central Comm School District	109	18	PO Box 54	305 Pember	Maynard	Iowa	50655	305 Pember	Maynard	Stuart Fuhs	Principal	12	(563) 637-2283	(563) 637-2294	sfuhs@w-central.k12.ia.us
-91.88031039	42.77069872	West Central PK - 8 School	PK	Fayette	636	1778	33	1	1930870	6943	West Central Comm School District	409	4	PO Box 54	305 Pember	Maynard	Iowa	50655	305 Pember	Maynard	Catherine Timmerman	Principal	8	(563) 637-2283	(563) 637-2294	ctimmerman@w-central.k12.ia.us
-92.54269323	42.94991991	Nashua-Plainfield Elementary School	PK	Chickasaw	637	1196	19	7	1920190	4599	Nashua-Plainfield Comm School District	409	4	P.O Box 569	621 Panama St	Nashua	Iowa	50658	621 Panama St	Nashua	Michelle Arneson	Principal	4	(641) 435-4114	(641) 435-4886	marneson@nashua-plainfield.k12.ia.us
-92.53998484	42.94996956	Nashua-Plainfield Junior-SeniorHigh School	7	Chickasaw	638	1197	19	7	1920190	4599	Nashua-Plainfield Comm School District	172	1	P.O. Box 569	612 Greeley St	Nashua	Iowa	50658	612 Greeley St	Nashua	Erik Smith	Principal	12	(641) 435-4166	(641) 435-4167	esmith@nashua-plainfield.k12.ia.us
-92.32508981	43.05939501	Education Options	9	Chickasaw	639	1326	19	1	1920340	4662	New Hampton Comm School District	118	9		710 W. Main	New Hampton	Iowa	50659	710 W. Main	New Hampton	Sarah Updegraff	Principal	12	(641) 394-2144		s_updegraff@new-hampton.k12.ia.us
-92.31795366	43.0592421	New Hampton Middle School	5	Chickasaw	640	1922	19	1	1920340	4662	New Hampton Comm School District	209	3		206 W Main	New Hampton	Iowa	50659	206 W Main	New Hampton	Susan Anderson	Principal	8	(641) 394-2259	(641) 394-2662	s_anderson@new-hampton.k12.ia.us
-92.32508981	43.05939501	New Hampton High School	9	Chickasaw	641	1206	19	1	1920340	4662	New Hampton Comm School District	109	1		710 W Main	New Hampton	Iowa	50659-1004	710 W Main	New Hampton	Sarah Updegraff	Principal	12	(641) 394-2144	(641) 394-6046	s_updegraff@new-hampton.k12.ia.us
-92.31795366	43.0592421	New Hampton Elementary School	PK	Chickasaw	642	1205	19	1	1920340	4662	New Hampton Comm School District	418	4		206 W Main	New Hampton	Iowa	50659-2037	206 W Main	New Hampton	Brenda Ferrie	Principal	4	(641) 394-5858	(641) 394-2662	b_ferrie@new-hampton.k12.ia.us
-92.61847585	42.56957628	Dike-New Hartford Junior High School	6	Butler	643	1207	12	7	1909120	1791	Dike-New Hartford Comm School District	209	2	PO Box 214		New Hartford	Iowa	50660	508 Beaver	New Hartford	Jerold Martinek	Principal	8	(319) 983-2206	(319) 983-2207	jerry.martinek@dnhcsd.org
-92.61847585	42.56957628	New Hartford Elementary School	PK	Butler	644	1208	12	7	1909120	1791	Dike-New Hartford Comm School District	418	4	PO Box 214		New Hartford	Iowa	50660	508 Beaver	New Hartford	Jerold Martinek	Principal	5	(319) 983-2206	(319) 983-2207	jerry.martinek@dnhcsd.org
-91.92333137	42.67448892	Parkside Elementary School	1	Fayette	645	1290	33	1	1921630	4869	Oelwein Comm School District	436	4		301 6th Ave SW	Oelwein	Iowa	50662	301 6th Ave SW	Oelwein	Dan Ratcliff	Principal	1	(319) 283-1245	(319) 283-4497	dratcliff@oelwein.k12.ia.us
-91.90270452	42.68000099	Wings Park Elementary School	1	Fayette	646	1292	33	1	1921630	4869	Oelwein Comm School District	407	4		111 8th Ave NE	Oelwein	Iowa	50662	111 8th Ave NE	Oelwein	Dan Ratcliff	Principal	5	(319) 283-1982	(319) 283-4497	dratcliff@oelwein.k12.ia.us
-91.89772634	42.67504735	Oelwein Middle School	6	Fayette	647	1289	33	1	1921630	4869	Oelwein Comm School District	209	3		300 12th Ave SE	Oelwein	Iowa	50662	300 12th Ave SE	Oelwein	Mary Beth Steggall	Principal	8	(319) 283-3015	(319) 283-4497	msteggall@oelwein.k12.ia.us
-91.90256102	42.67386887	Oelwein High School	9	Fayette	648	1288	33	1	1921630	4869	Oelwein Comm School District	109	1		315 8th Ave SE	Oelwein	Iowa	50662	315 8th Ave SE	Oelwein	Josh Ehn	Principal	12	(319) 283-2731	(319) 283-1689	jehn@oelwein.k12.ia.us
-92.78361184	42.57525949	Parkersburg Elementary School	PK	Butler	649	1336	12	7	1903750	279	Aplington-Parkersburg Comm School District	427	4		602 Lincoln	Parkersburg	Iowa	50665	602 Lincoln	Parkersburg	Amy May	Principal	4	(319) 346-2446	(319) 346-2255	amy.may@a-pcsd.net
-92.59920012	42.31849197	Gladbrook-Reinbeck High School	7	Grundy	650	1402	38	7	1912660	2502	Gladbrook-Reinbeck Comm School District	172	1		600 Blackhawk Street	Reinbeck	Iowa	50669	600 Blackhawk Street	Reinbeck	Scot Aden	Principal	12	(319) 345-2921	(319) 345-6432	scot.aden@gr-rebels.net
-92.59447513	42.31859405	Reinbeck Elementary School	PK	Grundy	651	764	38	7	1912660	2502	Gladbrook-Reinbeck Comm School District	409	4		300 Cedar Street	Reinbeck	Iowa	50669	300 Cedar Street	Reinbeck	Shawn Holloway	Principal	6	(319) 345-2822	(319) 345-2242	shawn.holloway@gr-rebels.net
-92.46765822	42.18885072	North Tama High School	7	Tama	652	1258	86	7	1921000	4785	North Tama County Comm School District	109	1		605 Walnut	Traer	Iowa	50675	605 Walnut	Traer	Paul Rea	Principal	12	(319) 478-2265	(319) 478-2917	prea@n-tama.k12.ia.us
-92.46765822	42.18885072	North Tama Elementary	K	Tama	653	1260	86	7	1921000	4785	North Tama County Comm School District	418	4		605 Walnut	Traer	Iowa	50675	605 Walnut	Traer	Craig Josh Youel	Principal	6	(319) 478-2265	(319) 478-2917	jyouel@n-tama.k12.ia.us
-92.25893729	42.80047732	Tripoli Elementary School	PK	Bremer	654	1637	9	7	1928050	6471	Tripoli Comm School District	418	4		309 9th Ave SW	Tripoli	Iowa	50676-9663	309 9th Ave SW	Tripoli	Sarah Figanbaum	Principal	5	(319) 882-4203	(319) 882-3649	figanbaums@tripoli.k12.ia.us
-92.48875313	42.72168285	Waverly-Shell Rock Senior High School	9	Bremer	655	1749	9	7	1930540	6840	Waverly-Shell Rock Comm School District	109	1		1405 4th Ave SW	Waverly	Iowa	50677	1405 4th Ave SW	Waverly	David Fox	Principal	12	(319) 352-2087	(319) 352-2098	david.fox@wsr.k12.ia.us
-91.73676269	42.47576917	East Buchanan Elementary School	PK	Buchanan	656	642	10	7	1910110	1963	East Buchanan Comm School District	405	4		414 5th St North	Winthrop	Iowa	50682	414 5th St North	Winthrop	Daniel Fox	Principal	5	(319) 935-3660	(319) 935-3749	dfox@east-buc.k12.ia.us
-91.73676269	42.47576917	East Buchanan High School	9	Buchanan	657	643	10	7	1910110	1963	East Buchanan Comm School District	109	1		414 5th St North	Winthrop	Iowa	50682	414 5th St North	Winthrop	Travis Schueller	Principal	12	(319) 935-3367	(319) 935-3615	tschueller@east-buc.k12.ia.us
-91.73676269	42.47576917	East Buchanan Middle School	6	Buchanan	658	644	10	7	1910110	1963	East Buchanan Comm School District	209	3		414 5th St North	Winthrop	Iowa	50682	414 5th St North	Winthrop	Travis Schueller	Principal	8	(319) 935-3367	(319) 935-3615	tschueller@east-buc.k12.ia.us
-92.39675456	42.49476928	Central Middle School	6	Black Hawk	659	2024	7	7	1930480	6795	Waterloo Comm School District	213	3		1350 Katoski Dr	Waterloo	Iowa	50701	1350 Katoski Dr	Waterloo	Alissa Richards	Principal	8	(319) 433-2100	(319) 433-2149	richardsa@waterlooschools.org
-92.35680962	42.43187479	Orange Elementary School	PK	Black Hawk	660	1734	7	7	1930480	6795	Waterloo Comm School District	565	4		5805 Kimball Ave	Waterloo	Iowa	50701	5805 Kimball Ave	Waterloo	Teri Trask	Principal	5	(319) 433-2880	(319) 433-2888	traskt@waterlooschools.org
-92.36203265	42.47985804	Kingsley Elementary School	K	Black Hawk	661	1727	7	7	1930480	6795	Waterloo Comm School District	499	4		201 Sunset Rd	Waterloo	Iowa	50701	201 Sunset Rd	Waterloo	Amber Dietz	Principal	5	(319) 433-2210	(319) 433-2216	dietza@waterlooschools.org
-92.38907888	42.4962398	Fred Becker Elementary School	PK	Black Hawk	662	1715	7	7	1930480	6795	Waterloo Comm School District	436	4		1239 Sheldon St	Waterloo	Iowa	50701	1239 Sheldon St	Waterloo	Melissa Steggall	Principal	5	(319) 433-2180	(319) 433-2187	steggallm@waterlooschools.org
-92.36230756	42.46270958	Lou Henry Elementary School	K	Black Hawk	663	1165	7	7	1930480	6795	Waterloo Comm School District	550	4		312 Rachael St	Waterloo	Iowa	50701	312 Rachael St	Waterloo	Liz Crowley	Principal	5	(319) 433-2860	(319) 433-3040	crowleye@waterlooschools.org
-92.36209764	42.46594424	Hoover Middle School	6	Black Hawk	664	1723	7	7	1930480	6795	Waterloo Comm School District	215	3		630 Hillcrest Rd	Waterloo	Iowa	50701	630 Hillcrest Rd	Waterloo	Michael Fisher	Principal	8	(319) 433-2830	(319) 433-2843	  fisherm2@waterlooschools.org
-92.35287221	42.46944669	West High School	9	Black Hawk	665	1738	7	7	1930480	6795	Waterloo Comm School District	118	1		425 E Ridgeway Ave	Waterloo	Iowa	50702	425 E Ridgeway Ave	Waterloo	Andrew Miehe	Principal	12	(319) 433-2700	(319) 433-2749	 miehea@waterlooschools.org
-92.33258981	42.47200639	Kittrell Elementary School	PK	Black Hawk	666	1728	7	7	1930480	6795	Waterloo Comm School District	508	4		1304 Oregon St	Waterloo	Iowa	50702	1304 Oregon St	Waterloo	Audrey Wallican-Green	Principal	5	(319) 433-2910	(319) 433-2916	wallicangreena@waterlooschools.org
-92.34813706	42.48743331	Irving Elementary School	PK	Black Hawk	667	1724	7	7	1930480	6795	Waterloo Comm School District	490	4		1115 W. 5th Street	Waterloo	Iowa	50702	1115 W. 5th Street	Waterloo	Amy Schmidt	Principal	5	(319) 433-2800	(319) 433-2829	schmidta@waterlooschools.org
-92.33192595	42.4856997	Lowell Elementary School	K	Black Hawk	668	1731	7	7	1930480	6795	Waterloo Comm School District	553	4		1628 Washington St	Waterloo	Iowa	50702	1628 Washington St	Waterloo	Carrie Heinzerling	Principal	5	(319) 433-1900	(319) 433-1905	heinzerlingc@waterlooschools.org
-92.30772124	42.49579533	Highland Elementary School	PK	Black Hawk	669	1970	7	7	1930480	6795	Waterloo Comm School District	554	4		812 Idaho St	Waterloo	Iowa	50703	812 Idaho St	Waterloo	Matthew Willand	Principal	5	(319) 433-2630	(319) 433-2633	willandm@waterlooschools.org
-92.36400491	42.51893155	Lincoln Elementary School	PK	Black Hawk	670	1729	7	7	1930480	6795	Waterloo Comm School District	535	4		302 Cedar Bend St	Waterloo	Iowa	50703	302 Cedar Bend St	Waterloo	Brad Schweppe	Principal	5	(319) 433-1990	(319) 433-1997	schweppeb@waterlooschools.org
-92.32274033	42.50853458	Cunningham School	PK	Black Hawk	671	1719	7	7	1930480	6795	Waterloo Comm School District	463	4		1224 Mobile St	Waterloo	Iowa	50703	1224 Mobile St	Waterloo	Saddler Craig	Principal	5	(319) 433-2600	(319) 433-2603	saddlerc@waterlooschools.org
-92.30752211	42.49831507	Expo Alternative Learning Center	6	Black Hawk	672	2126	7	7	1930480	6795	Waterloo Comm School District	127	9		1410 Independence Ave	Waterloo	Iowa	50703	1410 Independence Ave	Waterloo	Cary Wieland	Principal	12	(319) 433-1930	(319) 433-1933	wielandc@waterlooschools.org
-92.33782721	42.52131824	George Washington Carver Academy	6	Black Hawk	673	1725	7	7	1930480	6795	Waterloo Comm School District	218	3		1505 Logan Ave	Waterloo	Iowa	50703	1505 Logan Ave	Waterloo	Mike Landers	Principal	8	(319) 433-2500	(319) 433-2548	landersm@waterlooschools.org
-92.3298762	42.50168	East High School	9	Black Hawk	674	1714	7	7	1930480	6795	Waterloo Comm School District	109	1		214 High St	Waterloo	Iowa	50703	214 High St	Waterloo	Marla Padget	Principal	12	(319) 433-2400	(319) 433-2498	padgetm@waterlooschools.org
-92.26366365	42.46801443	Elk Run Early Childhood Center	PK	Black Hawk	675	1560	7	7	1930480	6795	Waterloo Comm School District	445	19		316 Mc Coy Rd	Elk Run Heights	Iowa	50707	316 Mc Coy Rd	Elk Run Heights	Charletta Sudduth	Supervisor	PK	(319) 433-2660	(319) 433-2688	sudduthc@waterlooschools.org
-92.27546383	42.47227828	Bunger Middle School	6	Black Hawk	676	586	7	7	1930480	6795	Waterloo Comm School District	200	3		157 S Roosevelt Rd	Evansdale	Iowa	50707	157 S Roosevelt Rd	Evansdale	Rachel Savage	Principal	8	(319) 433-2550	(319) 433-2564	savager@waterlooschools.org
-92.27672115	42.46912848	Poyner Elementary	K	Black Hawk	677	1546	7	7	1930480	6795	Waterloo Comm School District	427	4		1138 Central Ave	Evansdale	Iowa	50707	1138 Central Ave	Evansdale	Trista Manternach	Principal	5	(319) 433-1534	(319) 433-1535	manternacht@waterlooschools.org
-94.36828108	41.07116317	Creston High School	9	Union	678	444	88	13	1908310	1503	Creston Comm School District	109	1		601 W Townline	Creston	Iowa	50801	601 W Townline	Creston	Bill Messerole	Principal	12	(641) 782-2116	(641) 782-9502	bmesserole@crestonschools.org
-94.17748049	41.02006063	East Union Elementary	PK	Union	679	659	88	13	1910350	1970	East Union Comm School District	409	4		1916 High School Dr.	Afton	Iowa	50830	1916 High School Dr.	Afton	Joan Gordon	Principal	5	(641) 347-5411	(641) 347-5514	jgordon@eastunionschools.org
-94.17748049	41.02006063	East Union Middle-High School	6	Union	680	661	88	13	1910350	1970	East Union Comm School District	172	1		1916 High School Dr	Afton	Iowa	50830	1916 High School Dr	Afton	Mark Weis	Principal	12	(641) 347-8421	(641) 347-5514	mweis@eastunionschools.org
-94.72248275	40.66981519	Bedford High School	6	Taylor	681	120	87	13	1904560	549	Bedford Comm School District	109	1	P.O. Box 234	906 Pennsylvania Street	Bedford	Iowa	50833	906 Pennsylvania St	Bedford	Dana Nally	Principal	12	(712) 523-2656	(712) 523-2308	dnally@bedford.k12.ia.us
-94.72248275	40.66981519	Bedford Elementary School	PK	Taylor	682	122	87	13	1904560	549	Bedford Comm School District	409	4	PO Box 234	906 Pennsylvania St	Bedford	Iowa	50833	906 Pennsylvania St	Bedford	Dana  Nally	Principal	5	(712) 523-2116	(712) 523-2308	dnally@bedford.k12.ia.us
